index,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,supplier,ref,qty,price/unit,unit,brand,style,fabric,trims,zipper,outer,inner
2694,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,black/gold,black/gold,black/gold,black/gold,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2695,flag  label,ablt_01 flag label (pill logo side),,,,right vent 2cm from bottom of vent,black/white,black/white,black/white,black/white,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2696,branding,abpr_10 large airpill print,,,,"centered on wearer's back, see artwork palcement for detail",oxblood 19-1331tpx,camel 17-1019tpx,black,black,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2697,branding,abwv_103 awesome woven label,,,,"left chest, see art placement for detail",black/gold,black/gold,black/gold,black/gold,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2698,hangtag,,,,,,,,,,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2699,hangtag,,,,,,,,,,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2700,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,clear,clear,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2701,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2702,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,,,1,,,airblaster,AB18MJ1_032_ BOM,0,1,0,1,0
2703,shell fabric,sotp069-q03-ah 100% polyester wax coating tpu menbrane (supplied by solis),,,,"main body, sleeves, hood, pockets",black wax,camel wax,red dawn,,,,,,,,,,,airblaster,AB17WJ3_072,1,0,0,1,0
2704,shell fabric,sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),,,,"main body, sleeves, hood, pockets",,,,night jungle,,,,,,,,,,airblaster,AB17WJ3_072,1,0,0,1,0
2705,shell fabric,sotp069-pr03-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),,,,"main body, sleeves, hood, pockets",,,old gold,black,,,,,,,,,,airblaster,AB17WJ3_072,1,0,0,1,0
2706,lining,emb07 taffeta emboss  (supplied by ecoya),,,,inside liningpocket bag,black,old gold,black,black,,,,,,,,,,airblaster,AB17WJ3_072,1,0,0,1,0
2707,other,rib knit,,,,cuffs,black,black,red dawn 520,green 869,,,,,,,,,,airblaster,AB17WJ3_072,0,1,0,1,0
2708,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",,,,c.f.,black,camel 858,red dawn 520,green 869,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,1,1,0
2709,zipper,"ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1, close to side seam ",,,,(2) pockets,black,camel 858,old gold,black,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,1,1,0
2710,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,(1) c.f. (2) pockets,black,old gold,old gold,black,,,,,,,3,,,airblaster,AB17WJ3_072,0,1,0,1,0
2711,stoppers,round barrel stopper - k-018 ,,,, (2) hood,black,old gold,bi-17 mid dark anti brass,bi-17 mid dark anti brass,,,,,,,2,,,airblaster,AB17WJ3_072,0,1,0,1,0
2712,hardware,"metal eyelets, 12mm (incl. washers)",,,,(2) at hood opening,bi-08 dull dark pewter,bi-17 mid dark anti brass,old gold,black,,,,,,,2,,,airblaster,AB17WJ3_072,0,1,0,1,0
2713, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,hood opening,black,old gold,cream/black,cream/black,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2714,main label,abwv_84 s.layer main label,,,,"inside c.b. neck, see q/a for placement",cream/black,cream/black,black/cream,black/cream,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2715,size label,abwv_69 inside joke label,,,,sewn in and centered below main label,black/cream,black/cream,black,black,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2716,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black/cream,black/cream,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2717,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,black/cream,black/cream,gold m564,dk teal 20002,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2718,branding,abem_36a stay wild arrow embroidery,,,,"left hip, see placement page for detail",dk grey 70021,brown 80001,,,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2719,hangtag,,,,,,,,,,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2720,hangtag,,,,,,,,clear,clear,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2721,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,,,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2722,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2723,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,,,1,,,airblaster,AB17WJ3_072,0,1,0,1,0
2724,shell fabric,sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis),,,,"upper front and back main body, hood, upper storm flap, sleeves",,,,,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2725,shell fabric,sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis),,,,"lower front and back main body, lower storm flap",,,,,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2726,lining,210t-e emb07 terry taffeta emboss (supplied by ecoya),,,,"powder skirt, pocket bag, hood lining, sleeve lining, fornt and back body below powder skirt only",,,,,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2727,other , velvety tricot - soto048-1 (supplied by solis),,,,"inside lining, comfort chin guard, inner front pocket bag panel, front and back body panel above powder skirt only",,,,,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2728,other,100% poly mesh - sotc025-1 (supplied by solis),,,,"vents, internal goggle pocket",,,,,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2729,other,nylon/elastic lycra - sono029-1 (supplied by solis),,,,"powder skirt, wrist gaiters",,,,,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2730,other,lycra binding tape,,,,internal mesh pocket opening,black,black,black,black,,,,,,,,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2731,other,60gm insulation,,,,"main body, hood and sleeves",white,white,white,white,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2732,other,gripper elastic,,,,powder skirt,black,black,black,black,,,,,,,,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2733,pellon,lightweight interfacing (item# tbd),,,,"inner storm flap, powder skirt closure flaps",white,white,white,white,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2734,pellon,heavyweight interfacing (item# tbd),,,,hood brim,white,white,white,white,,,,,,,,,,airblaster,AB19MJ1_084-170408,1,0,0,1,0
2735,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",,,,cf,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,1,1,0
2736,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),,,,( 2) hand pockets,,,,,,,,,,,2,,,airblaster,AB19MJ1_084-170408,0,1,1,1,0
2737,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)",,,, vents,,,,,,,,,,,2,,,airblaster,AB19MJ1_084-170408,0,1,1,1,0
2738,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",,,,(1) napolean pocket,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,1,1,0
2739,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,"cf, (2) hand pockets, (1) napoleon pocket, (2) vents",,,,,,,,,,,6,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2740,velcro,hook and loop; w: 1.6 cm x h: 5cm,,,,(4)storm flap,,,,,,,,,,,4,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2741,stoppers,barrel stopper k-018,,,,2) hood,,,,,,,,,,,2,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2742,webbing,"flat webbing tape, 8mm",,,, key clip attachment at inside wearer's right pocket,black,black,black,black,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2743,webbing,flat webbing tape 8mm width,,,, (2)stopper attachments loops at bottom hem,,,,,,,,,,,2,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2744,hardware,"metal eyelets, 12mm (incl. washers)",,,,(4) at hood opening,,,,,,,,,,,4,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2745,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,," (6)c.f., (2) pockets, (1) snap tabs at inside bottom hem,  (2) at powder skirt, (2) cuff tab, (1) back vent",,,,,,,,,,,14,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2746,hardware,male snap only (incl. washers),,,,"(2) powder skirt, (4)cuffs",,,,,,,,,,,6,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2747,drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,hood,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2748,key clip,plastic key clip attched with webbing loop,,,,inside wearers right pocket.,black,black,black,black,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2749,main label,,,,,"inside c.b. neck, see q/a for placement",,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2750,size label,abwv_69v vietnam size label,,,,sewn in and centered below abwv_111,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2751,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black,black,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2752,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2753,branding,,,,,,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2754,branding,,,,,,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2755,hangtag,,,,,,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2756,hangtag,,,,,,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2757,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,clear,clear,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2758,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2759,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,,,1,,,airblaster,AB19MJ1_084-170408,0,1,0,1,0
2760,shell fabric,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),,,,"main body, waistband, back waist self fabric patch",black,camel,navy,willow,,,,,,,,,,airblaster,AB18MP2_092,1,0,0,1,0
2761,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),,,,"knee panel, butt panels, back pockets",vintage black,khaki,dark navy,black,,,,,,,,,,airblaster,AB18MP2_092,1,0,0,1,0
2762,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),,,,"inside lining, lower leg gaiters, back of front hand pocket ",black,black,black,black,,,,,,,,,,airblaster,AB18MP2_092,1,0,0,1,0
2763,lining, velvety tricot - soto048-1 (supplied by solis),,,,"inside waistband, inner front pockets, inside fly panel",black,black,black,black,,,,,,,,,,airblaster,AB18MP2_092,1,0,0,1,0
2764,other ,100% poly mesh - sotc025-1 (supplied by solis),,,,vents,black,black,black,black,,,,,,,,,,airblaster,AB18MP2_092,1,0,0,1,0
2765,other ,nylon/elastic lycra - sono029-1 (supplied by solis),,,,lower leg gators,black,black,black,black,,,,,,,,,,airblaster,AB18MP2_092,1,0,0,1,0
2766,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh ",,,,(1) fly,vintage black 580,khahi 886,dark navy391,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,1,1,0
2767,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)",,,, (2) hand pockets ,vintage black 580,khahi 886,dark navy391,black,,,,,,,2,,,airblaster,AB18MP2_092,0,1,1,1,0
2768,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close to outseam)",,,,(1) back pockets,vintage black 580,khahi 886,dark navy391,black,,,,,,,,,,airblaster,AB18MP2_092,0,1,1,1,0
2769,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh (close down)",,,,(2) lower leg bang zips,vintage black 580,khahi 886,dark navy391,black,,,,,,,2,,,airblaster,AB18MP2_092,0,1,1,1,0
2770,zipper,"ykk no.5 nylon coil zippers,1-way hidden chain, auto-lock slider da8lh1 (zippers close down)",,,,(2) inseam vents,vintage black 580,khahi 886,dark navy391,black,,,,,,,2,,,airblaster,AB18MP2_092,0,1,1,1,0
2771,zipper pull,utility cord zipper pullers with tied end - abzp_01,,,,"(2) vents ,(2)  hand pockets, (1) back pockets",black,black,black,black,,,,,,,5,,,airblaster,AB18MP2_092,0,1,0,1,0
2772,hardware,"snap buttons absnp_01 (sets), 17 mm (incl. washers)",,,,"(1) fly opening,  ",dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2773,hardware,12mm metal eyelet  (incl. washers),,,,"(2)waistband, (1) left belt loop",dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,3,,,airblaster,AB18MP2_092,0,1,0,1,0
2774,hardware,metal lace hooks ,,,,inside gators at c.f ,black oxidized,black oxidized,black oxidized,black oxidized,,,,,,,2,,,airblaster,AB18MP2_092,0,1,0,1,0
2775,key clip,plastic key clip attched with webbing loop,,,,inside w. right pocket,black,black,black,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2776,webbing,8 mm  width webbing,,,,key clip attachment ,black,black,black,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2777,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,,,,waistband,black,black,black,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2778,elastic,gripper elastic,,,,at inside lower leg gators,black,black,black,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2779,main label,abwv_67 freedom main label,,,,"inside c.b. waist, see q/a for reference",olive/black,olive/black,olive/black,olive/black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2780,size label,abwv_69v vietnam size label,,,,sewn in and centered below abwv_110,olive/black,olive/black,olive/black,olive/black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2781,w/c label,wash and care,,,,"inside wearers left side seam, 8 cm down from waistband seam",black,black,black,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2782,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back waist seam,olive/black,olive/black,olive/black,olive/black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2783,branding,abem_122 block text embroidery,,,,"right back butt patch, see placement page for detail",vintage black 70021,black,dark navy 30055,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2784,branding,abwv_110 monder athlete woven label,,,,centered 3cm below abwv_67,black/off white/ olive,black/off white/ olive,black/off white/ olive,black/off white/ olive,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2785,hangtag,,,,,at cf zipper - order of hangtags is tbd,,,,,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2786,hangtag,,,,,at cf zipper - order of hangtags is tbd,,,,,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2787,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,black,black,black,black,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2788,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,white,white,white,white,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2789,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,white,white,white,white,,,,,,,1,,,airblaster,AB18MP2_092,0,1,0,1,0
2790,shell fabric,sotp069-c1-h 100% polyester 15k/10k dwr+breathable coating (supplied by solis),,,,"main body, hood, sleeves",,,,,,,,,,,,,,airblaster,AB19MJ1_032_ BOM-170408,1,0,0,1,0
2791,lining,210t-e emb07 tery emboss  taffeta(supplied by ecoya),,,,"inside lining, powder skirt, pocket bag",,,,,,,,,,,,,,airblaster,AB19MJ1_032_ BOM-170408,1,0,0,1,0
2792,other , velvety tricot - soto048-1 (supplied by solis),,,,"comfort chin guard, inner front pocket bag panel",,,,,,,,,,,,,,airblaster,AB19MJ1_032_ BOM-170408,1,0,0,1,0
2793,other,100% poly mesh - sotc025-1 (supplied by solis),,,,"vents, internal goggle pocket",,,,,,,,,,,,,,airblaster,AB19MJ1_032_ BOM-170408,1,0,0,1,0
2794,other,nylon/elastic lycra - sono029-1 (supplied by solis),,,,powder skirt,black,black,black,black,black,black,black,black,,,,,,airblaster,AB19MJ1_032_ BOM-170408,1,0,0,1,0
2795,other,"1x1 rib knit,good quality arcylic/spandex",,,,cuffs,,,,,,,,,,,,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2796,other,lycra binding tape,,,,internal mesh pocket opening,black,black,black,black,black,black,black,black,,,,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2797,other,gripper elastic,,,,powder skirt,black,black,black,black,black,black,black,black,,,,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2798,pellon,lightweight interfacing (item# tbd),,,,"inner storm flap, powder skirt closure flaps",white,white,white,white,white,white,white,white,,,,,,airblaster,AB19MJ1_032_ BOM-170408,1,0,0,1,0
2799,pellon,heavyweight interfacing (item# tbd),,,,hood brim,white,white,white,white,white,white,white,white,,,,,,airblaster,AB19MJ1_032_ BOM-170408,1,0,0,1,0
2800,zipper,"ykk no.5 vislon 2 way  zipper.  auto-lock slider da8lh, silders bottom to bottom   (right hand pull left hand insert)",,,,c.f.,,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,1,1,0
2801,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),,,,( 2) hand pockets,,,,,,,,,,,2,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,1,1,0
2802,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)",,,, vents,,,,,,,,,,,2,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,1,1,0
2803,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",,,,1 internal pocket at w.'s inside left,,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,1,1,0
2804,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,"(2) pockets, (1) c.f. (2) vents,  (1) inside pocket",,,,,,,,,,,6,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2805,stoppers,round barrel stopper - k-018 ,,,, (2) hood,,,,,,,,,,,2,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2806,stoppers,k343-2n push stoppers,,,,(2) bottom hem,,,,,,,,,,,2,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2807,hand pulls,plastic hand pulls zp11 ,,,, (2) bottom hem,,,,,,,,,,,2,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2808,webbing,"flat webbing tape, 8mm",,,, key clip attachment at inside wearer's right pocket,black,black,black,black,black,black,black,black,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2809,webbing,flat webbing tape 8mm width,,,, (2)stopper attachments loops at bottom hem,,,,,,,,,,,2,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2810,hardware,"metal eyelets, 12mm (incl. washers)",,,,"(4) at hood opening,  (4) inside bottom hem",,,,,,,,,,,8,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2811,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,,"(1) snap tabs at inside bottom hem,  (2) at powder skirt (2) pocket flaps",,,,,,,,,,,5,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2812,hardware,male snap only (incl. washers),,,,(2) powder skirt,,,,,,,,,,,2,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2813, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,hood opening,,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2814,elastic drawcord, 2.5 mm elastic cord,,,,bottom hem adjustment,,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2815,key clip,plastic key clip attched with webbing loop,,,,inside wearers right pocket.,black,black,black,black,black,black,black,black,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2816,main label,,,,,"inside c.b. neck, see q/a for placement",,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2817,size label,abwv_69v vietnam size label,,,,sewn in and centered below main label,,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2818,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black,black,black,black,black,black,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2819,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
2820,flag  label,ablt_01 flag label (pill logo side),,,,right vent 2cm from bottom of vent,,,,,,,,,,,1,,,airblaster,AB19MJ1_032_ BOM-170408,0,1,0,1,0
