,Style,label,material/trim,description,location,qty,black,heather gray,oxblood,sea pine,tbd,tbd.1,tbd.2,tbd.3,tbd.4,tbd.5,duffel,rust,butter,khaki,kombu green,dark navy,moose,pizza,mens fish,olive night,camel,pineneedle,sterilng blue,rose smoke,vintage black,dinoflage,forest,dk khaki,greyskull,wood duck critterflage,evergreen,flame,day jungle,navy,mint julep,dark olive,puddle,bone,black spruce,stone critterflage,gold,black wax,camel wax,soviet grey wax,willow,dirks critterflage,vintage blue wax,see see collab,vintage blue,red dawn,night jungle,shell fabric,bpw1303 'baby twill'         100% polyester 15k/10k +breathable coating + dwr,"main body, self fabric back neck patch",none
33,AB18MJ2_081_BOM.csv,yy,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,,,,,,,,,,,,,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,AB18MJ2_081_BOM.csv,zz,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AB18MJ2_081_BOM.csv,aaa,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB19KNJ1_002_BOM.csv,a,main fabric,94% spun polyester 6%spandex single jersey + wicking               r21103023,main body,none,black,,,,tbd,tbd,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19KNJ1_002_BOM.csv,b,binding,94% spun polyester 6%spandex single jersey + wicking                      r21103023,hood opening,none,black,,,,tbd,tbd,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19KNJ1_002_BOM.csv,c,thread,none,flatlock seams upper body,none,black,,,,tbd,tbd,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19KNJ1_002_BOM.csv,d,thread,none,flatlock seams lower body,none,black,,,,tbd,tbd,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19KNJ1_002_BOM.csv,aa,zipper,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,c.f. zipper,1,black,,,,tbd,tbd,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19KNJ1_002_BOM.csv,bb,zipper,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,waistband zipper,1,black,,,,tbd,tbd,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19KNJ1_002_BOM.csv,cc,main label,abtr_538v transfer label 100% polyester,"inside c.b. neck, 3  cm below neck seam",1,white,,,,tbd,tbd,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19KNJ1_002_BOM.csv,dd,w/c label,satin label with print,"wearer's left side seam, 10 cm up from waistband seam",1,black,,,,black,black,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19KNJ1_002_BOM.csv,ee,embroidery,ninja star abem_015a 2-color ,"at wearer's left chest, sewn directly to chest with sns edge stitch, see palcement page for detail  (a. star color, b. pill color)",1,a) metallic silver st101                      b) black,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19KNJ1_002_BOM.csv,ff,embroidery,abem_310 pizza ninja star,"at wearer's left chest, sewn directly to chest with sns edge stitch",1,,,,,,,,,,,,,,,,,,yellow/red/black/brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19KNJ1_002_BOM.csv,gg,hangtag,none,c.f. zipper. use white color webbing rope to attach. supplied by sml.,1,tbd,,,,tbd,tbd,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19KNJ1_002_BOM.csv,hh,size sticker,clear size indication zipper,2 pcs placed on each designated white square on side of packing box.,2,clear,,,,clear,clear,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19KNJ1_002_BOM.csv,ii,upc sticker,sticker width 3.5 cm,"at bottom side of ninja suit packaging box.  place in looker's lower right corner, 2 cm from each edge.  upc sticker to be provided by factory for 12/13.",1,white,,,,white,white,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB19KNJ1_002_BOM.csv,jj,ninja packing box,see sample,garment folded neatly and placed in packing box.  will advise ordering information when available.,1,black,,,,black,black,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB19MF1_114_BOM.csv,a,shell fabric,sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis),"sleeves, placket, collar",none,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19MF1_114_BOM.csv,a,shell fabric,sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis),front and back main body,none,,heather gray,oxblood,sea pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19MF1_114_BOM.csv,aa,hardware,"sungrip chic plastic snap button, 13mm (incl. washers)",(4) placket,4,,black g850,black g851,black g852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19MF1_114_BOM.csv,bb,main label,tbd,centered 1.5cm below cb neck,1,,black/moonbeam,black/moonbeam,black/moonbeam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19MF1_114_BOM.csv,cc,size label,abwv_207 made in vietnam woven label,sewn in and centered below abwv_84,1,,black/neutral gray,black/neutral gray,black/neutral gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19MF1_114_BOM.csv,dd,w/c label,satin label with print,"wearer's left side seam, 10 cm up from waistband seam",1,,black/white,black/white,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19MF1_114_BOM.csv,ee,abwvlp_01 woven loop,abwvlp_205 loop label,inside center back neck seam,1,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19MF1_114_BOM.csv,ff,branding,tbd,tbd,1,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19MF1_114_BOM.csv,gg,hangtag,tbd,tbd,1,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19MF1_114_BOM.csv,hh,hangtag,tbd,tbd,1,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19MF1_114_BOM.csv,ii,polybag w/ warning matter (supplied by your side),airpill logo print:  16 cm,same as 1314 bulk outerwear production,1,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19MF1_114_BOM.csv,jj,upc sticker,sticker width 3.5 cm,"place in looker's lower right corner, 2 cm from each edge.  upc sticker to be provided by factory for 13/14",1,,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19MF1_114_BOM.csv,kk,country of origin sticker,made in china sticker,centered above upc sticker,1,,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB17MJ4_076_BOM.csv,a,shell fabric,sotp013-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),"main body, sleeves, pockets, collar",none,black,,,,,,,,,,,,,,,,,,,,,,,,,,forest,dk khaki,greyskull,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB17MJ4_076_BOM.csv,b,shell fabric,sotp013-pr20-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),"main body, sleeves, pockets, collar",none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood duck critterflage,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB17MJ4_076_BOM.csv,c,lining, soto048-p velvety tricot -  smooth side used as face side,front and back body only,none,night jungle,,,,,,,,,,,,,,,,,,,,,,,,,,night jungle,night jungle,night jungle,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB17MJ4_076_BOM.csv,d,lining, soto048-1 velvety tricot -  smooth side used as face side,front and back body only,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB17MJ4_076_BOM.csv,e,lining, soto048-1 velvety tricot -  smooth side used as face side,"inside lining, pocket bag, sleeves",none,black,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB17MJ4_076_BOM.csv,f,pellon,lightweight interfacing (item# tbd),"collar, placket, cuffs, welts",none,white,,,,,,,,,,,,,,,,,,,,,,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB17MJ4_076_BOM.csv,bb,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",(5)c.f.,5,bi-08 dull dark pewter,,,,,,,,,,,,,,,,,,,,,,,,,,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB17MJ4_076_BOM.csv,bb, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,bottom hem,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB17MJ4_076_BOM.csv,bb,hardware,"metal eyelets, 12mm (incl. washers)", (2) inside bottom hem,2,bi-08 dull dark pewter,,,,,,,,,,,,,,,,,,,,,,,,,,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB17MJ4_076_BOM.csv,bb,stopper,leather stopper abstpr_01, (2) bottom hem drawcord,2,brown,,,,,,,,,,,,,,,,,,,,,,,,,,brown,brown,brown,brown,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB17MJ4_076_BOM.csv,bb,elastic , 2.5 cm flat elastic ,(2) cuffs,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB17MJ4_076_BOM.csv,dd,main label,abwv_84 s.layer main label,"inside c.b. neck, see q/a for placement",1,cream/black,,,,,,,,,,,,,,,,,,,,,,,,,,cream/black,cream/black,cream/black,cream/black,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB17MJ4_076_BOM.csv,ee,size label,abwv_69 inside joke label,sewn in and centered below main label,1,black/cream,,,,,,,,,,,,,,,,,,,,,,,,,,black/cream,black/cream,black/cream,black/cream,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB17MJ4_076_BOM.csv,ff,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB17MJ4_076_BOM.csv,gg,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,black/cream,,,,,,,,,,,,,,,,,,,,,,,,,,black/cream,black/cream,black/cream,black/cream,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB17MJ4_076_BOM.csv,hh,branding,abpa_82 leather terry patch,"left back side seam, see placement page for detail",1,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,black/white,black/white,black/white,black/white,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB17MJ4_076_BOM.csv,ii,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB17MJ4_076_BOM.csv,jj,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB17MJ4_076_BOM.csv,kk,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,,,,,,,,,,,,,,,,,,,,,,,,,,clear,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,
19,AB17MJ4_076_BOM.csv,ll,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,
20,AB17MJ4_076_BOM.csv,mm,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB18MJ1_084G_BOM.csv,a,shell fabric,sotm108-2l2-h 100%nylon 10k/8k dwr+breathable coating (supplied by li peng),"main body, sleeves. hood",none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evergreen,flame,day jungle,,,,,,,,,,,,,,,,,,,,,,
1,AB18MJ1_084G_BOM.csv,b,lining,210t-e emb07 terry taffeta emboss (supplied by ecoya),"powder skirt, pocket bag, sleeve lining, hood lining, below powder skirt",none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
2,AB18MJ1_084G_BOM.csv,c,other , velvety tricot - soto048-1 (supplied by solis),"comfort chin guard, inner front pocket bag panel",none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
3,AB18MJ1_084G_BOM.csv,d,other,100% poly mesh - sotc025-1 (supplied by solis),"vents, internal goggle pocket",none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
4,AB18MJ1_084G_BOM.csv,e,other,nylon/elastic lycra - sono029-1 (supplied by solis),powder skirt,none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
5,AB18MJ1_084G_BOM.csv,f,other,sotf104-1 100% polyester fleece,front and back inside lining to top of powder skirt only,none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire,fire,black,,,,,,,,,,,,,,,,,,,,,,
6,AB18MJ1_084G_BOM.csv,g,other,lycra binding tape,internal mesh pocket opening,none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
7,AB18MJ1_084G_BOM.csv,h,other,gripper elastic,powder skirt,none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
8,AB18MJ1_084G_BOM.csv,i,other,"1x1 rib knit,good quality arcylic/spandex",cuffs,none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
9,AB18MJ1_084G_BOM.csv,j,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,white,white,,,,,,,,,,,,,,,,,,,,,,
10,AB18MJ1_084G_BOM.csv,k,pellon,heavyweight interfacing (item# tbd),hood brim,none,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,white,white,,,,,,,,,,,,,,,,,,,,,,
11,AB18MJ1_084G_BOM.csv,aa,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",cf,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evergreen 153,flame 819,cordovan 048,,,,,,,,,,,,,,,,,,,,,,
12,AB18MJ1_084G_BOM.csv,bb,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),( 2) hand pockets,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evergreen 153,flame 819,cordovan 048,,,,,,,,,,,,,,,,,,,,,,
13,AB18MJ1_084G_BOM.csv,cc,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", vents,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evergreen 153,flame 819,cordovan 048,,,,,,,,,,,,,,,,,,,,,,
14,AB18MJ1_084G_BOM.csv,dd,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",1 internal pocket at w.'s inside left,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evergreen 153,flame 819,cordovan 048,,,,,,,,,,,,,,,,,,,,,,
15,AB18MJ1_084G_BOM.csv,ee,zipper,"ykk no.5 nylon coil, hidden chain zipper, auto-lock slider da8lh",(1)removable powder skirt,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evergreen 153,flame 819,cordovan 048,,,,,,,,,,,,,,,,,,,,,,
16,AB18MJ1_084G_BOM.csv,ff,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),"cf, (2) hand pockets, (1) internal pocket, (2) vents",6,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
17,AB18MJ1_084G_BOM.csv,gg,stoppers,barrel stopper k-018,2) hood,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
18,AB18MJ1_084G_BOM.csv,hh,webbing,"flat webbing tape, 8mm", key clip attachment at inside wearer's right pocket,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
19,AB18MJ1_084G_BOM.csv,ii,webbing,flat webbing tape 8mm width, (2)stopper attachments loops at bottom hem,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
20,AB18MJ1_084G_BOM.csv,jj,hardware,"metal eyelets, 12mm (incl. washers)",(4) at hood opening,4,matte black bi-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matte black bi-48,matte black bi-48,matte black bi-48,,,,,,,,,,,,,,,,,,,,,,
21,AB18MJ1_084G_BOM.csv,kk,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)"," (6)c.f., (2) pockets, (1) snap tabs at inside bottom hem,  (2) at powder skirt, (2) cuff tab, (1) back vent",14,matte black bi-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matte black bi-48,matte black bi-48,matte black bi-48,,,,,,,,,,,,,,,,,,,,,,
22,AB18MJ1_084G_BOM.csv,ll,hardware,male snap only (incl. washers),"(2) powder skirt, (2)cuffs",4,matte black bi-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matte black bi-48,matte black bi-48,matte black bi-48,,,,,,,,,,,,,,,,,,,,,,
23,AB18MJ1_084G_BOM.csv,mm,drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
24,AB18MJ1_084G_BOM.csv,nn,elastic , 2.5 cm flat elastic ,(2) cuffs,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
25,AB18MJ1_084G_BOM.csv,oo,key clip,plastic key clip attched with webbing loop,inside wearers right pocket.,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
26,AB18MJ1_084G_BOM.csv,pp,main label,abwv_59 glacier main label,"inside c.b. neck, see q/a for placement",1,olive/ black/ off white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/ glod/ oxblood,olive/ black/ off white,black/ glod/ oxblood,,,,,,,,,,,,,,,,,,,,,,
27,AB18MJ1_084G_BOM.csv,qq,size label,abwv_69v vietnam size label,sewn in and centered below abwv_111,1,olive/ black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/gold,olive/ black,black/gold,,,,,,,,,,,,,,,,,,,,,,
28,AB18MJ1_084G_BOM.csv,rr,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,
29,AB18MJ1_084G_BOM.csv,ss,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,olive/ black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/gold,olive/ black,black/gold,,,,,,,,,,,,,,,,,,,,,,
30,AB18MJ1_084G_BOM.csv,tt,branding,abpa_105b corey patch,"left chest, see palcement page for detail",1,bone/ black/black velcro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bone/ black/green velcro,bone/ black/ orange velcro,bone/ black/ blue grey velcro,,,,,,,,,,,,,,,,,,,,,,
31,AB18MJ1_084G_BOM.csv,tt,branding,abpa_126 gully suede label,"left back side seam ,see placement page 2 for detail",1,black/bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/bone,black/bone,black/bone,,,,,,,,,,,,,,,,,,,,,,
32,AB18MJ1_084G_BOM.csv,tt,branding,abwv_111 nlgc woven label,sewn in and centered below main label,1,olive/ black/ off white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/ glod/ oxblood,olive/ black/ off white,black/ glod/ oxblood,,,,,,,,,,,,,,,,,,,,,,
33,AB18MJ1_084G_BOM.csv,uu,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,
34,AB18MJ1_084G_BOM.csv,vv,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,
35,AB18MJ1_084G_BOM.csv,ww,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,
36,AB18MJ1_084G_BOM.csv,xx,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,
37,AB18MJ1_084G_BOM.csv,yy,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,
0,AB18WP3_056_BOM.csv,a,shell fabric,sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis),main body,none,black,,oxblood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,navy,mint julep,,,,,,,,,,,,,,,,,,,,
1,AB18WP3_056_BOM.csv,b,shell fabric,sotd109-c1-y 100% polyester 10k/8k +2-layer +breathable coating+dwr (supplied by solis),main body,none,,,,,,,,,,,,,,khaki,,dark navy,,,,,,,,,vintage black ,dinoflage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB18WP3_056_BOM.csv,c,lining,210t-e emb07 terry emboss taffeta - (supplied by ecoya),inside lining,none,black,,black,,,,,,,,,,,black,,black,,,,,,,,,black,black,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
3,AB18WP3_056_BOM.csv,d,other, velvety tricot - soto048-1 (supplied by solis),"at inside waistband, inside hand pockets at front panels only, inside fly",none,black,,black,,,,,,,,,,,black,,black,,,,,,,,,black,black,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
4,AB18WP3_056_BOM.csv,e,other,nylon/elastic lycra - sono029-1 (supplied by solis),"lower leg gators, internal crotch gusset",none,black,,black,,,,,,,,,,,black,,black,,,,,,,,,black,black,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
5,AB18WP3_056_BOM.csv,f,other,40gm insulation,main body,none,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,white,,,,,,,,,,,,,,,,,,,,
6,AB18WP3_056_BOM.csv,aa,zipper,"no.5 ykk nylon coil zippers, auto-lock slider da8lh ",fly ,1,black,,oxblood 097,,,,,,,,,,,khaki 886,,dark navy 391,,,,,,,,,vintage black 580,duffel 237,,,,,,,,navy 196,mint julep 829,,,,,,,,,,,,,,,,,,,,
7,AB18WP3_056_BOM.csv,bb,zipper,"no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam)",back pockets,2,black,,oxblood 097,,,,,,,,,,,khaki 886,,dark navy 391,,,,,,,,,vintage black 580,duffel 237,,,,,,,,navy 196,mint julep 829,,,,,,,,,,,,,,,,,,,,
8,AB18WP3_056_BOM.csv,cc,zipper pull,abzp_01 utility cord pulls,(2) pockets,2,black,,black,,,,,,,,,,,black,,black,,,,,,,,,black,black,,,,,,,,black,bone,,,,,,,,,,,,,,,,,,,,
9,AB18WP3_056_BOM.csv,dd,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)","bang snaps (2), cf closure(2)",4,pewter bi-10,,pewter bi-10,,,,,,,,,,,dark anti brass bi-18,,dark anti brass bi-18,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,pewter bi-10,pewter bi-10,,,,,,,,,,,,,,,,,,,,
10,AB18WP3_056_BOM.csv,ee,hardware,12mm metal eyelet  (incl. washers),"front waistband 5cm each side of center front (2), left belt loop (1)",3,pewter bi-10,,pewter bi-10,,,,,,,,,,,dark anti brass bi-18,,dark anti brass bi-18,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,pewter bi-10,pewter bi-10,,,,,,,,,,,,,,,,,,,,
11,AB18WP3_056_BOM.csv,ff,hardware,metal hook closure,at inside waistband,1,black oxidized,,black oxidized,,,,,,,,,,,black oxidized,,black oxidized,,,,,,,,,black oxidized,black oxidized,,,,,,,,black oxidized,black oxidized,,,,,,,,,,,,,,,,,,,,
12,AB18WP3_056_BOM.csv,gg,hardware,metal lace hooks,at inside lower leg gaiters,2,black oxidized,,black oxidized,,,,,,,,,,,black oxidized,,black oxidized,,,,,,,,,black oxidized,black oxidized,,,,,,,,black oxidized,black oxidized,,,,,,,,,,,,,,,,,,,,
13,AB18WP3_056_BOM.csv,hh,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,waistband,1,black,,black,,,,,,,,,,,black,,black,,,,,,,,,black,dark olive,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
14,AB18WP3_056_BOM.csv,ii,elastic,gripper elastic,at inside lower leg gators,1,black,,black,,,,,,,,,,,black,,black,,,,,,,,,black,black,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
15,AB18WP3_056_BOM.csv,jj,key clip,plastic key clip attched with webbing loop,inside w. right pocket,1,black,,black,,,,,,,,,,,black,,black,,,,,,,,,black,black,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
