,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,supplier,ref,qty,price/unit,unit,fabric,trims,outer,inner
9199,branded trims,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,supplier/ reference number,amount,,,0,1,1,0
9200,"l1-2018-trim-010
faux leather backed snap",,,,,front placket chin & hem (working),,sas54 pseudo anti silver/brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,luks,3 sets,,,0,1,1,0
9201,"l1-2018-trim-010
faux leather backed snap ",,,,,waist,,sas54 pseudo anti silver/brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,luks,1 (cap only),,,0,1,1,0
9202,"l1-2018-trim-003
faux leather patch",,,,,front right hand pocket,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,please source supplier,1,,,0,1,1,0
9203,"l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  ",,,,,left sleeve hem,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,soluna,1,,,0,1,1,0
9204,"l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  ",,,,,back right,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,soluna,1,,,0,1,1,0
9205,trims,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,supplier/ reference number,amount,,,0,1,1,0
9206,15mm metal snap,,,,,powder skirt - front closure,,al023 alloy (d) cap / sas54 pseudo anti silver,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,luk's / 404,"2 female, 4 male",,,0,1,1,0
9207,15mm metal snap,,,,,snap away powder skirt - lining facing ,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,luk's / 404,1 male 1 female,,,0,1,1,0
9208,15mm metal snap,,,,,powder skirt - jacket to pant connection,,al023 alloy (d) cap / sas54 pseudo anti silver,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,luk's / 404,3 sets,,,0,1,1,0
9209,metal eyelets 8mm,,,,,hood cord exit front,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,luk's / et04,2 per side = 4,,,0,1,1,0
9210,metal eyelets 8mm,,,,,hem cord exit,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,luk's / et04,2 per side = 4,,,0,1,1,0
9211,cord lock: small cord lock with tie down,,,,,front hood adjust,,19-1540 tcx rust, 19-4010 tcx ink,19-4006 tcx black,19-4006 tcx black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,sun sun/ sv160824-2a,1 per side = 2,,,0,1,1,0
9212,cord lock,,,,,hem adjust exposed at lining,,19-1540 tcx rust, 19-4010 tcx ink,19-4006 tcx black,19-4006 tcx black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,sv160819-4a,1 per side = 2,,,0,1,1,0
9213,bead,,,,,hem adjust,,19-1540 tcx rust, 19-4010 tcx ink,19-4006 tcx black,19-4006 tcx black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,sv160725-1a,1 per side = 2,,,0,1,1,0
9214,metal drawcord tip,,,,,hood shockcord tips,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,see photo,1 per side = 2,,,0,1,1,0
9215,keyclip,,,,,right hand pocket,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,as production,1,,,0,1,1,0
9216,notions,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,supplier/ reference number,amount,,,0,1,1,0
9217,"grosgrain 1/4""",,,,,attach front hood cord lock,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1 per side = 2,,,0,1,1,0
9218,"grosgrain 3/8""",,,,,attach hem cord lock,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1 per side = 2,,,0,1,1,0
9219,"grosgrain 1/4""",,,,,attach keyclip right hand pocket ,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1,,,0,1,1,0
9220,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",,,,,powder skirt - side tabs jacket to pant connection ,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,2,,,0,1,1,0
9221,"shell fabric tab  1"" x 1"" wrap around ",,,,,jacket to pant connection center back on tab,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1,,,0,1,1,0
9222,"shell fabric tab  1"" x 1"" wrap around ",,,,,jacket to pant connection center back under snap on gripper elastic,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1,,,0,1,1,0
9223,"shell fabric tab 3/4"" x  1"" ",,,,,jacket to pant connection at side tabs under snaps,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1 per side = 2,,,0,1,1,0
9224,"elastic 1"" x 4""",,,,,powder skirt middle tab - jacket to pant connection ,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1,,,0,1,1,0
9225,elastic ,,,,,back of sleeve cuffs,,available,available,available,available,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1,,,0,1,1,0
9226,"elastic 1/4"" ",,,,,cable guide,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1,,,0,1,1,0
9227,gripper elastic 25mm non logo,,,,,powder skirt hem,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,mtt0022,1,,,0,1,1,0
9228,elastine binding,,,,,goggle pocket binding,,black,black,black,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,1,,,0,1,1,0
9229,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,,,,,hood & hem,,"2- color shock cord =
colorway: 2
19-1540 tcx rust/
19-4006 tcx black","2- color shock cord =
colorway: 6
19-4010 tcx ink /
18-0403 tcx gunmetal","2- color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","2- color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal",,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,"example: cw15-065
chun wo ho (please source)",1,,,0,1,1,0
9230,velcro,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,supplier/ reference number,amount,,,0,1,1,0
9231," 1/2"" x 1 1/2"" velcro with rounded corners",,,,,chin,,match to shell,match to shell,match to shell,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,"paiho / loop#1057, paiho / hooketn7",1,,,0,1,1,0
9232," 1/2"" x 3 velcro with rounded corners",,,,,center front placket,,match to shell,match to shell,match to shell,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,"paiho / loop#1057, paiho / hooketn7",4,,,0,1,1,0
9233,"1/2"" x 2"" velcro with rounded corners",,,,,pocket flaps,,match to shell,match to shell,match to shell,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,"paiho / loop#1057, paiho / hooketn7",2 per side = 4,,,0,1,1,0
9234,"1"" x 3 3/4"" velcro with rounded corners",,,,,cuff on body,,match to shell,match to shell,match to shell,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,paiho / loop#1057,1 per side = 2,,,0,1,1,0
9235,"1"" x 2 1/2"" velcro with rounded corners",,,,,cuff on tab,,match to shell,match to shell,match to shell,black,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,paiho / hooketn7,1 per side = 2,,,0,1,1,0
9236,thread,,,,,supplier/ ref number,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,spi,amount,,,0,1,1,0
9237,seams,,,,,Feb-30,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,10-12 spi,,,,0,1,1,0
9238,topstitch,,,,,Feb-30,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,8-10 spi,,,,0,1,1,0
9239,bartacks,,,,,100/2,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,,,,,0,1,1,0
9240,sleeve gaiter cover stitch,,,,,,,match to shell,match to shell,match to shell,match to shell,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,must be stretch thread,,,,0,1,1,0
9241,labels ,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,supplier/ reference number,amount,,,0,1,1,0
9242,10k/10k critically taped,,,,,center back below neck seam,,10k/10k critically taped,,,,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,soluna/ main label,1,,,0,1,1,0
9243,size label (sample size l),,,,,center back below main label,,"xs, s, m, l, xl",,,,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,soluna/ size label,1,,,0,1,1,0
9244,hang tags,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,supplier/ reference number,amount,,,0,1,1,0
9245,mens jacket hang tag,,,,,left side hand pocket zipper,,mens jacket hang tag,,,,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,soluna/ mens jacket hang tag,1,,,0,1,1,0
9246,care and content labels,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,supplier/ reference number,amount,,,0,1,1,0
9247,address label,,,,,lining left side seam,,address label,,,,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,factory sourced,1,,,0,1,1,0
9248,content label,,,,,lining left side seam,,content label,,,,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,factory sourced,1,,,0,1,1,0
9249,washing label,,,,,lining left side seam,,washing label,,,,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,,factory sourced,1,,,0,1,1,0
9250,micro ripstop,,100% polyester,,,a,,black,gunmetal,silt,walnut,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,solis/ sotl120-pu01 micro rip 2l dot lam ,,,,1,0,1,0
9251,faux leather,,,,,front left belt loop,,black faux leather,black faux leather,black faux leather,black faux leather,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,suppler? can you source same quality as other faux leather trims,,,,1,0,1,0
9252,insulation,,content,,,location ,,black,gunmetal,silt,walnut,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,supplier/ reference number,,,,1,0,1,0
9253,polyfill,,100% polyester,,,"body, back yoke",,60g pinneco core or synthetic down,60g pinneco core or synthetic down,60g pinneco core or synthetic down,60g pinneco core or synthetic down,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,60g pinneco core or synthetic down,,,,1,0,1,0
9254,polyfill,,100% polyester,,,"waistband, back pocket welts",,20g pinneco core or synthetic down,20g pinneco core or synthetic down,20g pinneco core or synthetic down,20g pinneco core or synthetic down,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,20g pinneco mantle,,,,1,0,1,0
9255,seam tape,,content,,,location ,,black,gunmetal,silt,walnut,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,supplier/ reference number,,,,1,0,1,0
9256,seam tape,,,,,critically taped,,critically taped,critically taped,critically taped,critically taped,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,tsgs,,,,1,0,1,0
9257,lining,,content,,,location ,,black,gunmetal,silt,walnut,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,supplier/ reference number,,,,1,0,1,0
9258,solid 210t ,,100% nylon,,,body,,black,black,black,black,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,solis / sonp006-1,,,,1,0,1,0
9259,solid 210t ,,100% nylon,,,pocket bags,,black,black,black,black,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,solis / sonp006-1,,,,1,0,1,0
9260,reverse brushed tricot,,100% polyester,,,seat,,black,black,black,black,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,supplier / ref code,,,,1,0,1,0
9261,brushed tricot,,100% polyester,,,waistband and fly,,black,black,black,black,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,supplier / ref code,,,,1,0,1,0
9262,solid coated 210t,,100% polyester,,,lower leg & gaiter,,black,black,black,black,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,solis / sonp006-pu03,,,,1,0,1,0
9263,regular mesh,,100% polyester,,,vents,,black,black,black,black,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,1606b02 (als-16038),,,,1,0,1,0
9264,lower leg lining print (see pdf),,content,,,location ,,black,gunmetal,silt,walnut,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,supplier/ reference number,,,,1,0,1,0
9265,on coated 210t,,,,,lower leg front and back,,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0403 tcx gunmetal,pantone 18-0950 tcx harvest screen print,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,,please source ,,,,1,0,1,0
9266,micro rip stop,,,,,a,,silt,port,walnut,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,"solis / sotl120-d
micro rip",,,,1,0,1,0
9267,insulation,,content,,,location ,,silt,port,walnut,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier/ reference number,,,,1,0,1,0
9268,polyfill insulation ,,,,,all over,,150g,150g,150g,150g,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,pinneco core 150g,,,,1,0,1,0
9269,seam tape,,content,,,location ,,silt,port,walnut,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier/ reference number,,,,1,0,1,0
9270,seam tape,,,,,critically seam taped,,critically seam taped,critically seam taped,critically seam taped,critically seam taped,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,tsgs ,,,,1,0,1,0
9271,lining,,content,,,location ,,silt,port,walnut,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier/ reference number,,,,1,0,1,0
9272,printed satin,,100% polyester,,,hood,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,solis/ pr258 womens print,,,,1,0,1,0
9273,printed satin,,100% polyester,,,main body,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,solis/ pr258 womens print,,,,1,0,1,0
9274,solid 210t ,,100% nylon,,,sleeves,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,solis/ sonp006-1 ,,,,1,0,1,0
9275,solid 210t ,,100% nylon,,,secondary pocket bags,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,solis/ sonp006-1 ,,,,1,0,1,0
9276,solid coated 210t,,100% nylon,,,lower body & powder skirt,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,solis / sonp006-pu03,,,,1,0,1,0
9277,brushed tricot,,100% polyester,,,hand pocket bags,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier / ref code,,,,1,0,1,0
9278,brushed tricot,,100% polyester,,,chin guard,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier / ref code,,,,1,0,1,0
9279,powerstretch mesh,,100% polyester,,,underarm vents,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier / ref code,,,,1,0,1,0
9280,powerstretch mesh,,100% polyester,,,goggle pocket,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier / ref code,,,,1,0,1,0
9281,stretch lycra,,content,,,sleeve gaiters,,black,black,black,black,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,,supplier / ref code,,,,1,0,1,0
9282,#5 coil ,,,,,fly ,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,ykk dalh // 1-way locking,1,,,0,1,1,0
9283,#5 coil ,,,,,back pockets,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,,,0,1,1,0
9284,#5 coil ,,,,,hem,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,,,0,1,1,0
9285,item,,,,,l1 branded trims,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier/ ref number,amount,,,0,1,1,0
9286,17mm donut post shank,,,,,waist closure,,matte black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier /l1-2016-trim-005,1,,,0,1,1,0
9287,"10mm 
square rivet ",,,,,left hand pcoket bottom edge,,matte black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,l1-2016-trim-004,1,,,0,1,1,0
9288,l1 faux suede bar patch,,,,,back right above pocket,,black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,l1-2016-trim-000,1,,,0,1,1,0
9289,l1 embroidery large,,,,,front left hem,,dtm shell,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,factory sorced // l1-2016-trim-027,1,,,0,1,1,0
9290,#5 coil ,,,,,snaps,,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,0,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,#REF!,colorway 1,,,0,1,1,0
9291,24l metal snap,,,,,"""finger snap hem adjust"" back leg hem",,psudo anti silver/ black cap,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,,1 per side = 2,,,0,1,1,0
9292,item,,,,,other trims,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier/ ref number,amount,,,0,1,1,0
9293,"3/8"" flat waxed shoe lace with clear plastic tips",,,,,waist drawcord,,black waxed / clear tips,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier / ref number,1 + 2 clear plastic tips,,,0,1,1,0
9294,key clip,,,,,right hand pocket,,black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,j&k // hk-001,1,,,0,1,1,0
9295,metal boot hook,,,,,front of leg gaiter,,black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier / ref number,1 per side = 2,,,0,1,1,0
9296,item,,,,,webbing & elastic,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier/ ref number,amount,,,0,1,1,0
9297,"1/4"" flat x 1 3/4"" loop",,,,,keyclip loop right hand pocket,,black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,,1,,,0,1,1,0
9298,"1"" tab",,,,,boot hook reinforcement,,black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,,1 per side = 2,,,0,1,1,0
9299,"1"" tab",,,,,"""finger snap hem adjust"" reinforcement",,black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,,1 per side = 2,,,0,1,1,0
9300,23mm non logo gripper elastic,,,,, leg gaiter elastic,,black,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,,1 per side = 2,,,0,1,1,0
9301,spi,,,,,thread,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier/ ref number,amount,,,0,1,1,0
9302,12 spi (special allowance to avoid seam slip on shell  fabric),,,,,"shell seams 1/4"" allowance ",,matching,we have had ripping problems in the past,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,# 604 tseu,regular thread,,,0,1,1,0
9303,8-10 spi,,,,,denim weight topstitch,,matching,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,#606 tseu,heavy weight topstitch thread,,,0,1,1,0
9304,,,,,,bartacks,,matching,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,# 604 tseu,regular thread,,,0,1,1,0
9305,item,,,,,l1 marketing,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier/ ref number,amount,,,0,1,1,0
9306,l1 pant hang tag,,,,,front left belt loop,,l1 pant hang tag,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier // ,1,,,0,1,1,0
9307,l1 pant fit hang tag ,,,,,front left belt loop behind main hang tag,,l1 pant fit hang tag  //  straight leg,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,supplier // straight leg,1,,,0,1,1,0
9308,l1 pant size label,,,,,center back waist band facing,,l1 pant size label,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,l1 pant size label,1,,,0,1,1,0
9309,l1 main label,,,,,lining front right,,straight leg fit // 10k/10k // critically taped ,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,straight leg fit // 10k/10k // critically taped ,1,,,0,1,1,0
9310,address label,,,,,lining left side seam,,address label,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,sew as loop,1,,,0,1,1,0
9311,content label,,,,,lining left side seam,,content label,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,sew as loop,1,,,0,1,1,0
9312,address label,,,,,lining left side seam,,address label,,,,,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,,sew as loop,1,,,0,1,1,0
